kaggle_ref,filename,public_f1,private_f1
54809564,submission_v9_pareto_confirmed.csv,0.96267,0.97232
54809544,submission_v10_pareto_plus_exact_twin.csv,0.96304,0.97232
54808754,submission_v8_micro_best.csv,0.96193,0.97232
54794527,submission_offline_01_scoremax_structural.csv,0.9623,0.97198
54808193,submission_offline_02_hedge_payload132.csv,0.96267,0.97198
